ID,Year,Party,Race
4317,2019,Independent,White
4318,2019,Republican,White
4319,2019,Democrat,White
4320,2019,Republican,White
4321,2019,Republican,White
4322,2019,Independent,White
4323,2019,Independent,White
4324,2019,Republican,White
4325,2019,Republican,White
4326,2019,Republican,White
4327,2019,Democrat,White
4328,2019,Democrat,White
4329,2019,Republican,White
4330,2019,Independent,White
4331,2019,Republican,White
4332,2019,Democrat,White
4333,2019,Republican,White
4334,2019,Democrat,White
4335,2019,Independent,White
4336,2019,Republican,White
4337,2019,Republican,White
4338,2019,Republican,White
4339,2019,Independent,White
4340,2019,Republican,White
4341,2019,Independent,White
4342,2019,Republican,White
4343,2019,Independent,White
4344,2019,Democrat,White
4345,2019,Independent,White
4346,2019,Republican,White
4347,2019,Independent,White
4348,2019,Independent,White
4349,2019,Independent,White
4350,2019,Independent,White
4351,2019,Republican,White
4352,2019,Independent,White
4353,2019,Independent,White
4354,2019,Republican,White
4355,2019,Democrat,White
4356,2019,Independent,White
4357,2019,Democrat,White
4358,2019,Republican,White
4359,2019,Independent,White
4360,2019,Democrat,White
4361,2019,Independent,White
4362,2019,Republican,White
4363,2019,Democrat,White
4364,2019,Republican,White
4365,2019,Independent,White
4366,2019,Independent,White
4367,2019,Republican,White
4368,2019,Independent,White
4369,2019,Independent,White
4370,2019,Democrat,White
4371,2019,Independent,White
4372,2019,Independent,White
4373,2019,Republican,White
4374,2019,Republican,White
4375,2019,Democrat,White
4376,2019,Republican,White
4377,2019,Republican,White
4378,2019,Democrat,White
4379,2019,Independent,White
4380,2019,Independent,White
4381,2019,Democrat,White
4382,2019,Democrat,White
4383,2019,Democrat,White
4384,2019,Independent,White
4385,2019,Republican,White
4386,2019,Democrat,White
4387,2019,Democrat,White
4388,2019,Independent,White
4389,2019,Independent,White
4390,2019,Independent,White
4391,2019,Independent,White
4392,2019,Independent,White
4393,2019,Unsure/Refused,White
4394,2019,Independent,White
4395,2019,Democrat,White
4396,2019,Unsure/Refused,White
4397,2019,Republican,White
4398,2019,Republican,White
4399,2019,Independent,White
4400,2019,Independent,White
4401,2019,Independent,White
4402,2019,Independent,White
4403,2019,Democrat,White
4404,2019,Independent,White
4405,2019,Democrat,White
4406,2019,Democrat,White
4407,2019,Republican,White
4408,2019,Democrat,White
4409,2019,Republican,White
4410,2019,Republican,White
4411,2019,Democrat,White
4412,2019,Democrat,White
4413,2019,Republican,White
4414,2019,Independent,White
4415,2019,Independent,White
4416,2019,Democrat,White
4417,2019,Democrat,White
4418,2019,Independent,White
4419,2019,Independent,White
4420,2019,Independent,White
4421,2019,Unsure/Refused,White
4422,2019,Republican,White
4423,2019,Democrat,White
4424,2019,Republican,White
4425,2019,Republican,White
4426,2019,Independent,White
4427,2019,Republican,White
4428,2019,Independent,White
4429,2019,Republican,White
4430,2019,Democrat,White
4431,2019,Democrat,White
4432,2019,Democrat,White
4433,2019,Republican,White
4434,2019,Democrat,White
4435,2019,Republican,White
4436,2019,Democrat,White
4437,2019,Democrat,White
4438,2019,Independent,White
4439,2019,Republican,White
4440,2019,Independent,White
4441,2019,Republican,White
4442,2019,Republican,White
4443,2019,Republican,White
4444,2019,Democrat,White
4445,2019,Democrat,White
4446,2019,Independent,White
4447,2019,Unsure/Refused,White
4448,2019,Republican,White
4449,2019,Republican,White
4450,2019,Republican,White
4451,2019,Republican,White
4452,2019,Independent,White
4453,2019,Democrat,White
4454,2019,Democrat,White
4455,2019,Unsure/Refused,White
4456,2019,Unsure/Refused,White
4457,2019,Democrat,White
4458,2019,Republican,White
4459,2019,Democrat,White
4460,2019,Republican,White
4461,2019,Democrat,White
4462,2019,Republican,White
4463,2019,Democrat,White
4464,2019,Republican,White
4465,2019,Republican,White
4466,2019,Independent,White
4467,2019,Republican,White
4468,2019,Democrat,White
4469,2019,Independent,White
4470,2019,Democrat,White
4471,2019,Independent,White
4472,2019,Independent,White
4473,2019,Independent,White
4474,2019,Republican,White
4475,2019,Democrat,White
4476,2019,Independent,White
4477,2019,Republican,White
4478,2019,Democrat,White
4479,2019,Democrat,White
4480,2019,Independent,White
4481,2019,Democrat,White
4482,2019,Independent,White
4483,2019,Independent,White
4484,2019,Independent,White
4485,2019,Democrat,White
4486,2019,Democrat,White
4487,2019,Democrat,White
4488,2019,Republican,White
4489,2019,Democrat,White
4490,2019,Democrat,White
4491,2019,Independent,White
4492,2019,Republican,White
4493,2019,Independent,White
4494,2019,Independent,White
4495,2019,Democrat,White
4496,2019,Independent,White
4497,2019,Democrat,White
4498,2019,Republican,White
4499,2019,Democrat,White
4500,2019,Republican,White
4501,2019,Independent,White
4502,2019,Republican,White
4503,2019,Republican,White
4504,2019,Democrat,White
4505,2019,Republican,White
4506,2019,Republican,White
4507,2019,Republican,White
4508,2019,Republican,White
4509,2019,Republican,White
4510,2019,Independent,White
4511,2019,Democrat,White
4512,2019,Independent,White
4513,2019,Independent,White
4514,2019,Democrat,White
4515,2019,Independent,White
4516,2019,Democrat,White
4517,2019,Democrat,White
4518,2019,Democrat,White
4519,2019,Independent,White
4520,2019,Republican,White
4521,2019,Democrat,White
4522,2019,Independent,White
4523,2019,Democrat,White
4524,2019,Independent,White
4525,2019,Independent,White
4526,2019,Independent,White
4527,2019,Democrat,White
4528,2019,Democrat,White
4529,2019,Democrat,White
4530,2019,Democrat,White
4531,2019,Democrat,White
4532,2019,Democrat,White
4533,2019,Independent,White
4534,2019,Republican,White
4535,2019,Democrat,White
4536,2019,Independent,White
4537,2019,Independent,White
4538,2019,Democrat,White
4539,2019,Independent,White
4540,2019,Independent,White
4541,2019,Independent,White
4542,2019,Democrat,White
4543,2019,Independent,White
4544,2019,Democrat,White
4545,2019,Independent,White
4546,2019,Republican,White
4547,2019,Republican,White
4548,2019,Republican,White
4549,2019,Democrat,White
4550,2019,Republican,White
4551,2019,Democrat,White
4552,2019,Republican,White
4553,2019,Independent,White
4554,2019,Independent,White
4555,2019,Republican,White
4556,2019,Democrat,White
4557,2019,Republican,White
4558,2019,Democrat,White
4559,2019,Democrat,White
4560,2019,Independent,White
4561,2019,Republican,White
4562,2019,Republican,White
4563,2019,Unsure/Refused,White
4564,2019,Democrat,White
4565,2019,Independent,White
4566,2019,Independent,White
4567,2019,Republican,White
4568,2019,Republican,White
4569,2019,Independent,White
4570,2019,Independent,White
4571,2019,Democrat,White
4572,2019,Independent,White
4573,2019,Democrat,White
4574,2019,Independent,White
4575,2019,Republican,White
4576,2019,Independent,White
4577,2019,Independent,White
4578,2019,Democrat,White
4579,2019,Republican,White
4580,2019,Independent,White
4581,2019,Republican,White
4582,2019,Republican,White
4583,2019,Republican,White
4584,2019,Republican,White
4585,2019,Republican,White
4586,2019,Republican,White
4587,2019,Democrat,White
4588,2019,Republican,White
4589,2019,Independent,White
4590,2019,Republican,White
4591,2019,Democrat,White
4592,2019,Democrat,White
4593,2019,Independent,White
4594,2019,Republican,White
4595,2019,Independent,White
4596,2019,Independent,White
4597,2019,Independent,White
4598,2019,Independent,White
4599,2019,Republican,White
4600,2019,Independent,White
4601,2019,Independent,White
4602,2019,Independent,White
4603,2019,Republican,White
4604,2019,Independent,White
4605,2019,Independent,White
4606,2019,Republican,White
4607,2019,Independent,White
4608,2019,Republican,White
4609,2019,Democrat,White
4610,2019,Independent,White
4611,2019,Democrat,White
4612,2019,Democrat,White
4613,2019,Independent,White
4614,2019,Independent,White
4615,2019,Democrat,White
4616,2019,Unsure/Refused,White
4617,2019,Republican,White
4618,2019,Republican,White
4619,2019,Republican,White
4620,2019,Independent,White
4621,2019,Republican,White
4622,2019,Republican,White
4623,2019,Democrat,White
4624,2019,Independent,White
4625,2019,Democrat,White
4626,2019,Republican,White
4627,2019,Democrat,White
4628,2019,Democrat,White
4629,2019,Republican,White
4630,2019,Republican,White
4631,2019,Republican,White
4632,2019,Unsure/Refused,White
4633,2019,Independent,White
4634,2019,Republican,White
4635,2019,Unsure/Refused,White
4636,2019,Independent,White
4637,2019,Republican,White
4638,2019,Democrat,White
4639,2019,Republican,White
4640,2019,Independent,White
4641,2019,Democrat,White
4642,2019,Independent,White
4643,2019,Republican,White
4644,2019,Independent,White
4645,2019,Independent,White
4646,2019,Democrat,White
4647,2019,Democrat,White
4648,2019,Independent,White
4649,2019,Independent,White
4650,2019,Republican,White
4651,2019,Republican,White
4652,2019,Democrat,White
4653,2019,Democrat,White
4654,2019,Republican,White
4655,2019,Democrat,White
4656,2019,Democrat,White
4657,2019,Independent,White
4658,2019,Independent,White
4659,2019,Democrat,White
4660,2019,Independent,White
4661,2019,Republican,White
4662,2019,Republican,White
4663,2019,Republican,White
4664,2019,Republican,White
4665,2019,Democrat,White
4666,2019,Democrat,White
4667,2019,Independent,White
4668,2019,Democrat,White
4669,2019,Republican,White
4670,2019,Unsure/Refused,White
4671,2019,Republican,White
4672,2019,Republican,White
4673,2019,Democrat,White
4674,2019,Republican,White
4675,2019,Democrat,White
4676,2019,Independent,White
4677,2019,Independent,White
4678,2019,Democrat,White
4679,2019,Unsure/Refused,White
4680,2019,Republican,White
4681,2019,Republican,White
4682,2019,Democrat,White
4683,2019,Democrat,White
4684,2019,Republican,White
4685,2019,Independent,White
4686,2019,Republican,White
4687,2019,Republican,White
4688,2019,Independent,White
4689,2019,Independent,White
4690,2019,Republican,White
4691,2019,Democrat,White
4692,2019,Republican,White
4693,2019,Independent,White
4694,2019,Republican,White
4695,2019,Republican,White
4696,2019,Republican,White
4697,2019,Republican,White
4698,2019,Republican,White
4699,2019,Republican,White
4700,2019,Democrat,White
4701,2019,Independent,White
4702,2019,Republican,White
4703,2019,Republican,White
4704,2019,Democrat,White
4705,2019,Independent,White
4706,2019,Independent,White
4707,2019,Republican,White
4708,2019,Democrat,White
4709,2019,Republican,White
4710,2019,Democrat,White
4711,2019,Republican,White
4712,2019,Independent,White
4713,2019,Democrat,White
4714,2019,Republican,White
4715,2019,Republican,White
4716,2019,Republican,White
4717,2019,Democrat,White
4718,2019,Independent,White
4719,2019,Republican,White
4720,2019,Unsure/Refused,White
4721,2019,Independent,White
4722,2019,Democrat,White
4723,2019,Republican,White
4724,2019,Independent,White
4725,2019,Unsure/Refused,White
4726,2019,Democrat,White
4727,2019,Republican,White
4728,2019,Republican,White
4729,2019,Democrat,White
4730,2019,Republican,White
4731,2019,Republican,White
4732,2019,Independent,White
4733,2019,Democrat,White
4734,2019,Democrat,White
4735,2019,Independent,White
4736,2019,Republican,White
4737,2019,Republican,White
4738,2019,Democrat,White
4739,2019,Republican,White
4740,2019,Republican,White
4741,2019,Republican,White
4742,2019,Independent,White
4743,2019,Independent,White
4744,2019,Republican,White
4745,2019,Independent,White
4746,2019,Democrat,White
4747,2019,Independent,White
4748,2019,Republican,White
4749,2019,Democrat,White
4750,2019,Independent,White
4751,2019,Independent,White
4752,2019,Republican,White
4753,2019,Republican,White
4754,2019,Republican,White
4755,2019,Republican,White
4756,2019,Independent,White
4757,2019,Unsure/Refused,White
4758,2019,Independent,White
4759,2019,Republican,White
4760,2019,Republican,White
4761,2019,Republican,White
4762,2019,Democrat,White
4763,2019,Republican,White
4764,2019,Democrat,White
4765,2019,Independent,White
4766,2019,Democrat,White
4767,2019,Independent,White
4768,2019,Unsure/Refused,White
4769,2019,Independent,White
4770,2019,Republican,White
4771,2019,Democrat,White
4772,2019,Independent,White
4773,2019,Republican,White
4774,2019,Republican,White
4775,2019,Independent,White
4776,2019,Independent,White
4777,2019,Independent,White
4778,2019,Democrat,White
4779,2019,Democrat,White
4780,2019,Republican,White
4781,2019,Independent,White
4782,2019,Republican,White
4783,2019,Republican,White
4784,2019,Democrat,White
4785,2019,Republican,White
4786,2019,Independent,White
4787,2019,Independent,White
4788,2019,Independent,White
4789,2019,Unsure/Refused,White
4790,2019,Democrat,White
4791,2019,Republican,White
4792,2019,Republican,White
4793,2019,Democrat,White
4794,2019,Independent,White
4795,2019,Republican,White
4796,2019,Republican,White
4797,2019,Independent,White
4798,2019,Independent,White
4799,2019,Independent,White
4800,2019,Republican,White
4801,2019,Independent,White
4802,2019,Independent,White
4803,2019,Democrat,White
4804,2019,Republican,White
4805,2019,Independent,White
4806,2019,Independent,White
4807,2019,Democrat,White
4808,2019,Republican,White
4809,2019,Republican,White
4810,2019,Democrat,White
4811,2019,Independent,White
4812,2019,Democrat,White
4813,2019,Democrat,White
4814,2019,Republican,White
4815,2019,Unsure/Refused,White
4816,2019,Republican,White
4817,2019,Independent,White
4818,2019,Independent,White
4819,2019,Democrat,White
4820,2019,Independent,White
4821,2019,Independent,White
4822,2019,Republican,White
4823,2019,Republican,White
4824,2019,Democrat,White
4825,2019,Independent,White
4826,2019,Independent,White
4827,2019,Republican,White
4828,2019,Democrat,White
4829,2019,Democrat,White
4830,2019,Independent,White
4831,2019,Republican,White
4832,2019,Independent,White
4833,2019,Independent,White
4834,2019,Democrat,White
4835,2019,Democrat,White
4836,2019,Republican,White
4837,2019,Democrat,White
4838,2019,Republican,White
4839,2019,Republican,White
4840,2019,Republican,White
4841,2019,Democrat,White
4842,2019,Unsure/Refused,White
4843,2019,Democrat,White
4844,2019,Independent,White
4845,2019,Democrat,White
4846,2019,Democrat,White
4847,2019,Republican,White
4848,2019,Independent,White
4849,2019,Independent,White
4850,2019,Independent,White
4851,2019,Independent,White
4852,2019,Republican,White
4853,2019,Republican,White
4854,2019,Independent,White
4855,2019,Independent,White
4856,2019,Democrat,White
4857,2019,Democrat,White
4858,2019,Democrat,White
4859,2019,Independent,White
4860,2019,Republican,White
4861,2019,Unsure/Refused,White
4862,2019,Democrat,White
4863,2019,Republican,White
4864,2019,Republican,White
4865,2019,Democrat,White
4866,2019,Republican,White
4867,2019,Republican,White
4868,2019,Democrat,White
4869,2019,Independent,White
4870,2019,Republican,White
4871,2019,Democrat,White
4872,2019,Democrat,White
4873,2019,Republican,White
4874,2019,Democrat,White
4875,2019,Democrat,White
4876,2019,Democrat,White
4877,2019,Republican,White
4878,2019,Independent,White
4879,2019,Democrat,White
4880,2019,Republican,White
4881,2019,Democrat,White
4882,2019,Independent,White
4883,2019,Independent,White
4884,2019,Democrat,White
4885,2019,Democrat,White
4886,2019,Democrat,White
4887,2019,Independent,White
4888,2019,Independent,White
4889,2019,Republican,White
4890,2019,Independent,White
4891,2019,Independent,White
4892,2019,Independent,White
4893,2019,Republican,White
4894,2019,Republican,White
4895,2019,Democrat,White
4896,2019,Democrat,White
4897,2019,Republican,White
4898,2019,Independent,White
4899,2019,Democrat,White
4900,2019,Republican,White
4901,2019,Independent,White
4902,2019,Democrat,White
4903,2019,Independent,White
4904,2019,Independent,White
4905,2019,Republican,White
4906,2019,Republican,White
4907,2019,Independent,White
4908,2019,Republican,White
4909,2019,Independent,White
4910,2019,Unsure/Refused,White
4911,2019,Independent,White
4912,2019,Republican,White
4913,2019,Republican,White
4914,2019,Independent,White
4915,2019,Independent,White
4916,2019,Independent,White
4917,2019,Independent,White
4918,2019,Independent,White
4919,2019,Democrat,White
4920,2019,Independent,White
4921,2019,Independent,White
4922,2019,Republican,White
4923,2019,Independent,White
4924,2019,Democrat,White
4925,2019,Republican,White
4926,2019,Independent,White
4927,2019,Democrat,White
4928,2019,Independent,White
4929,2019,Democrat,White
4930,2019,Independent,White
4931,2019,Democrat,White
4932,2019,Democrat,White
4933,2019,Republican,White
4934,2019,Republican,White
4935,2019,Independent,White
4936,2019,Independent,White
4937,2019,Republican,White
4938,2019,Republican,White
4939,2019,Republican,White
4940,2019,Independent,White
4941,2019,Republican,White
4942,2019,Republican,White
4943,2019,Independent,White
4944,2019,Democrat,White
4945,2019,Democrat,White
4946,2019,Republican,White
4947,2019,Independent,White
4948,2019,Republican,White
4949,2019,Democrat,White
4950,2019,Independent,White
4951,2019,Republican,White
4952,2019,Republican,White
4953,2019,Republican,White
4954,2019,Republican,White
4955,2019,Republican,White
4956,2019,Republican,White
4957,2019,Independent,White
4958,2019,Independent,White
4959,2019,Independent,White
4960,2019,Democrat,White
4961,2019,Democrat,White
4962,2019,Democrat,White
4963,2019,Republican,White
4964,2019,Republican,White
4965,2019,Republican,White
4966,2019,Independent,White
4967,2019,Independent,White
4968,2019,Republican,White
4969,2019,Independent,White
4970,2019,Republican,White
4971,2019,Democrat,White
4972,2019,Republican,White
4973,2019,Independent,White
4974,2019,Democrat,White
4975,2019,Republican,White
4976,2019,Democrat,White
4977,2019,Democrat,White
4978,2019,Democrat,White
4979,2019,Republican,White
4980,2019,Unsure/Refused,White
4981,2019,Republican,White
4982,2019,Independent,White
4983,2019,Independent,White
4984,2019,Democrat,White
4985,2019,Independent,White
4986,2019,Democrat,White
4987,2019,Independent,White
4988,2019,Republican,White
4989,2019,Democrat,White
4990,2019,Republican,White
4991,2019,Independent,White
4992,2019,Democrat,White
4993,2019,Democrat,White
4994,2019,Democrat,White
4995,2019,Independent,White
4996,2019,Republican,White
4997,2019,Republican,White
4998,2019,Republican,White
4999,2019,Democrat,White
5000,2019,Independent,White
5001,2019,Democrat,White
5002,2019,Independent,White
5003,2019,Democrat,White
5004,2019,Democrat,White
5005,2019,Independent,White
5006,2019,Republican,White
5007,2019,Republican,White
5008,2019,Democrat,White
5009,2019,Independent,White
5010,2019,Republican,White
5011,2019,Democrat,White
5012,2019,Republican,White
5013,2019,Democrat,White
5014,2019,Republican,White
5015,2019,Democrat,White
5016,2019,Democrat,White
5017,2019,Democrat,White
5018,2019,Independent,White
5019,2019,Republican,White
5020,2019,Independent,White
5021,2019,Independent,White
5022,2019,Republican,White
5023,2019,Democrat,White
5024,2019,Independent,White
5025,2019,Democrat,White
5026,2019,Democrat,White
5027,2019,Democrat,White
5028,2019,Republican,White
5029,2019,Independent,White
5030,2019,Republican,White
5031,2019,Independent,White
5032,2019,Democrat,White
5033,2019,Democrat,White
5034,2019,Democrat,White
5035,2019,Republican,White
5036,2019,Republican,White
5037,2019,Independent,White
5038,2019,Republican,White
5039,2019,Democrat,White
5040,2019,Republican,White
5041,2019,Republican,White
5042,2019,Independent,White
5043,2019,Democrat,White
5044,2019,Republican,White
5045,2019,Democrat,White
5046,2019,Republican,White
5047,2019,Independent,White
5048,2019,Independent,White
5049,2019,Republican,White
5050,2019,Republican,White
5051,2019,Republican,White
5052,2019,Republican,White
5053,2019,Independent,White
5054,2019,Independent,White
5055,2019,Independent,White
5056,2019,Independent,White
5057,2019,Independent,White
5058,2019,Democrat,White
5059,2019,Independent,White
5060,2019,Democrat,White
5061,2019,Independent,White
5062,2019,Republican,White
5063,2019,Independent,White
5064,2019,Democrat,White
5065,2019,Democrat,White
5066,2019,Independent,White
5067,2019,Democrat,White
5068,2019,Democrat,White
5069,2019,Democrat,White
5070,2019,Independent,White
5071,2019,Independent,White
5072,2019,Republican,White
5073,2019,Independent,White
5074,2019,Democrat,White
5075,2019,Independent,White
5076,2019,Republican,White
5077,2019,Independent,White
5078,2019,Democrat,White
5079,2019,Democrat,White
5080,2019,Independent,White
5081,2019,Democrat,White
5082,2019,Independent,White
5083,2019,Republican,White
5084,2019,Independent,White
5085,2019,Democrat,White
5086,2019,Independent,White
5087,2019,Republican,White
5088,2019,Democrat,White
5089,2019,Independent,White
5090,2019,Democrat,White
5091,2019,Unsure/Refused,White
5092,2019,Democrat,White
5093,2019,Democrat,White
5094,2019,Republican,White
5095,2019,Independent,White
5096,2019,Republican,White
5097,2019,Republican,White
5098,2019,Independent,White
5099,2019,Democrat,White
5100,2019,Republican,White
5101,2019,Independent,White
5102,2019,Democrat,White
5103,2019,Democrat,White
5104,2019,Unsure/Refused,White
5105,2019,Republican,White
5106,2019,Republican,White
5107,2019,Independent,White
5108,2019,Republican,White
5109,2019,Unsure/Refused,White
5110,2019,Independent,White
5111,2019,Democrat,White
5112,2019,Independent,White
5113,2019,Unsure/Refused,White
5114,2019,Democrat,White
5115,2019,Independent,White
5116,2019,Democrat,White
5117,2019,Republican,White
5118,2019,Republican,White
5119,2019,Republican,White
5120,2019,Republican,White
5121,2019,Independent,White
5122,2019,Independent,White
5123,2019,Democrat,White
5124,2019,Democrat,White
5125,2019,Democrat,White
5126,2019,Independent,White
5127,2019,Republican,White
5128,2019,Republican,White
5129,2019,Republican,White
5130,2019,Independent,White
5131,2019,Independent,White
5132,2019,Democrat,White
5133,2019,Democrat,White
5134,2019,Republican,White
5135,2019,Independent,White
5136,2019,Independent,White
5137,2019,Democrat,White
5138,2019,Independent,White
5139,2019,Republican,White
5140,2019,Republican,White
5141,2019,Republican,White
5142,2019,Republican,White
5143,2019,Democrat,White
5144,2019,Independent,White
5145,2019,Democrat,White
5146,2019,Independent,White
5147,2019,Democrat,White
5148,2019,Democrat,White
5149,2019,Independent,White
5150,2019,Unsure/Refused,White
5151,2019,Independent,White
5152,2019,Independent,White
5153,2019,Independent,White
5154,2019,Republican,White
5155,2019,Republican,White
5156,2019,Democrat,White
5157,2019,Republican,White
5158,2019,Republican,White
5159,2019,Republican,White
5160,2019,Republican,White
5161,2019,Republican,White
5162,2019,Republican,White
5163,2019,Republican,White
5164,2019,Independent,White
5165,2019,Independent,White
5166,2019,Democrat,White
5167,2019,Republican,White
5168,2019,Independent,White
5169,2019,Independent,White
5170,2019,Democrat,White
5171,2019,Republican,White
5172,2019,Democrat,White
5173,2019,Democrat,White
5174,2019,Republican,White
5175,2019,Republican,White
5176,2019,Democrat,White
5177,2019,Democrat,White
5178,2019,Independent,White
5179,2019,Republican,White
5180,2019,Democrat,White
5181,2019,Republican,White
5182,2019,Republican,White
5183,2019,Republican,White
5184,2019,Independent,White
5185,2019,Democrat,White
5186,2019,Democrat,White
5187,2019,Democrat,White
5188,2019,Republican,White
5189,2019,Unsure/Refused,White
5190,2019,Independent,White
5191,2019,Independent,White
5192,2019,Independent,White
5193,2019,Democrat,White
5194,2019,Republican,White
5195,2019,Democrat,White
5196,2019,Democrat,White
5197,2019,Independent,White
5198,2019,Independent,White
5199,2019,Republican,White
5200,2019,Republican,White
5201,2019,Independent,White
5202,2019,Republican,White
5203,2019,Independent,White
5204,2019,Democrat,White
5205,2019,Democrat,White
5206,2019,Democrat,White
5207,2019,Independent,White
5208,2019,Democrat,White
5209,2019,Republican,White
5210,2019,Independent,White
5211,2019,Independent,White
5212,2019,Independent,White
5213,2019,Independent,White
5214,2019,Republican,White
5215,2019,Independent,White
5216,2019,Independent,White
5217,2019,Democrat,White
5218,2019,Democrat,White
5219,2019,Democrat,White
5220,2019,Independent,White
5221,2019,Republican,White
5222,2019,Republican,White
5223,2019,Republican,White
5224,2019,Democrat,White
5225,2019,Democrat,White
5226,2019,Republican,White
5227,2019,Republican,White
5228,2019,Democrat,White
5229,2019,Independent,White
5230,2019,Republican,White
5231,2019,Democrat,White
5232,2019,Democrat,White
5233,2019,Republican,White
5234,2019,Independent,White
5235,2019,Republican,White
5236,2019,Republican,White
5237,2019,Republican,White
5238,2019,Republican,White
5239,2019,Republican,White
5240,2019,Republican,White
5241,2019,Democrat,White
5242,2019,Independent,White
5243,2019,Democrat,White
5244,2019,Republican,White
5245,2019,Democrat,White
5246,2019,Democrat,White
5247,2019,Independent,White
5248,2019,Republican,White
5249,2019,Independent,White
5250,2019,Republican,White
5251,2019,Republican,White
5252,2019,Republican,White
5253,2019,Republican,White
5254,2019,Independent,White
5255,2019,Independent,White
5256,2019,Democrat,White
5257,2019,Republican,White
5258,2019,Democrat,White
5259,2019,Independent,White
5260,2019,Democrat,White
5261,2019,Republican,White
5262,2019,Independent,White
5263,2019,Republican,White
5264,2019,Independent,White
5265,2019,Republican,White
5266,2019,Independent,White
5267,2019,Republican,White
5268,2019,Republican,White
5269,2019,Republican,White
5270,2019,Independent,White
5271,2019,Republican,White
5272,2019,Republican,White
5273,2019,Unsure/Refused,White
5274,2019,Independent,White
5275,2019,Republican,White
5276,2019,Republican,White
5277,2019,Democrat,White
5278,2019,Independent,White
5279,2019,Republican,White
5280,2019,Independent,White
5281,2019,Republican,White
5282,2019,Independent,White
5283,2019,Republican,White
5284,2019,Democrat,White
5285,2019,Democrat,White
5286,2019,Democrat,White
5287,2019,Independent,White
5288,2019,Democrat,White
5289,2019,Democrat,White
5290,2019,Republican,White
5291,2019,Independent,White
5292,2019,Republican,White
5293,2019,Independent,White
5294,2019,Republican,White
5295,2019,Independent,White
5296,2019,Democrat,White
5297,2019,Democrat,White
5298,2019,Independent,White
5299,2019,Independent,White
5300,2019,Democrat,White
5301,2019,Republican,White
5302,2019,Republican,White
5303,2019,Republican,White
5304,2019,Independent,White
5305,2019,Democrat,White
5306,2019,Democrat,White
5307,2019,Independent,White
5308,2019,Republican,White
5309,2019,Republican,White
5310,2019,Democrat,White
5311,2019,Democrat,White
5312,2019,Independent,White
5313,2019,Republican,White
5314,2019,Democrat,White
5315,2019,Independent,White
5316,2019,Republican,White
5317,2019,Democrat,White
5318,2019,Independent,White
5319,2019,Independent,White
5320,2019,Republican,White
5321,2019,Democrat,White
5322,2019,Independent,White
5323,2019,Democrat,White
5324,2019,Republican,White
5325,2019,Democrat,White
5326,2019,Democrat,White
5327,2019,Independent,White
5328,2019,Republican,White
5329,2019,Republican,White
5330,2019,Democrat,White
5331,2019,Independent,White
5332,2019,Republican,White
5333,2019,Democrat,White
5334,2019,Democrat,White
5335,2019,Republican,White
5336,2019,Independent,White
5337,2019,Republican,White
5338,2019,Independent,White
5339,2019,Republican,White
5340,2019,Democrat,White
5341,2019,Democrat,White
5342,2019,Democrat,White
5343,2019,Independent,White
5344,2019,Republican,White
5345,2019,Republican,White
5346,2019,Republican,White
5347,2019,Unsure/Refused,White
5348,2019,Independent,White
5349,2019,Democrat,White
5350,2019,Republican,White
5351,2019,Republican,White
5352,2019,Independent,White
5353,2019,Republican,White
5354,2019,Republican,White
5355,2019,Unsure/Refused,White
5356,2019,Independent,White
5357,2019,Independent,White
5358,2019,Democrat,White
5359,2019,Republican,White
5360,2019,Independent,White
5361,2019,Independent,White
5362,2019,Independent,White
5363,2019,Democrat,White
5364,2019,Democrat,White
5365,2019,Unsure/Refused,White
5366,2019,Independent,White
5367,2019,Republican,White
5368,2019,Republican,White
5369,2019,Independent,White
5370,2019,Unsure/Refused,White
5371,2019,Democrat,White
5372,2019,Republican,White
5373,2019,Independent,White
5374,2019,Republican,White
5375,2019,Republican,White
5376,2019,Independent,White
5377,2019,Independent,White
5378,2019,Republican,White
5379,2019,Republican,White
5380,2019,Republican,White
5381,2019,Democrat,White
5382,2019,Independent,White
5383,2019,Republican,White
5384,2019,Independent,White
5385,2019,Democrat,White
5386,2019,Independent,White
5387,2019,Democrat,White
5388,2019,Independent,White
5389,2019,Democrat,White
5390,2019,Independent,White
5391,2019,Republican,White
5392,2019,Independent,White
5393,2019,Republican,White
5394,2019,Republican,White
5395,2019,Republican,White
5396,2019,Republican,White
5397,2019,Republican,White
5398,2019,Republican,White
5399,2019,Independent,White
5400,2019,Republican,White
5401,2019,Independent,White
5402,2019,Independent,White
5403,2019,Independent,White
5404,2019,Republican,White
5405,2019,Independent,White
5406,2019,Republican,White
5407,2019,Democrat,White
5408,2019,Democrat,White
5409,2019,Democrat,White
5410,2019,Independent,White
5411,2019,Independent,White
5412,2019,Democrat,White
5413,2019,Democrat,White
5414,2019,Republican,White
5415,2019,Independent,White
5416,2019,Independent,White
5417,2019,Independent,White
5418,2019,Independent,White
5419,2019,Republican,White
5420,2019,Independent,White
5421,2019,Independent,White
5422,2019,Republican,White
5423,2019,Unsure/Refused,White
5424,2019,Democrat,White
5425,2019,Republican,White
5426,2019,Independent,White
5427,2019,Republican,White
5428,2019,Republican,White
5429,2019,Independent,White
5430,2019,Republican,White
5431,2019,Independent,White
5432,2019,Independent,White
5433,2019,Republican,White
5434,2019,Republican,White
5435,2019,Republican,White
5436,2019,Republican,White
5437,2019,Independent,White
5438,2019,Republican,White
5439,2019,Democrat,White
5440,2019,Republican,White
